compound	smiles	isoSmiles
http://www.wikidata.org/entity/Q27269258	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@@+]4(CCC5=CC(=C(C=C5[C@@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
http://www.wikidata.org/entity/Q27104505	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	C([C@H]([C@H](C(=O)O)O)C(=O)O)C(=O)O
http://www.wikidata.org/entity/Q412496	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
http://www.wikidata.org/entity/Q27160054	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)O)C
http://www.wikidata.org/entity/Q27096283	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O
http://www.wikidata.org/entity/Q27104408	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q27105259	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	C([C@@H]([C@H](C(=O)O)O)C(=O)O)C(=O)O
http://www.wikidata.org/entity/Q27127104	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
http://www.wikidata.org/entity/Q27166581	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
http://www.wikidata.org/entity/Q27104345	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
http://www.wikidata.org/entity/Q252251	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
http://www.wikidata.org/entity/Q252251	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
http://www.wikidata.org/entity/Q5268339	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
http://www.wikidata.org/entity/Q252251	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	[Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]C1=C(C)C3=NC(=CC4=NC(=C(C)C5=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)N7C=NC8=C7C=C(C)C(C)=C8
http://www.wikidata.org/entity/Q252251	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	[Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]C1=C(C)C3=NC(=CC4=NC(=C(C)C5=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)N7C=NC8=C7C=C(C)C(C)=C8
http://www.wikidata.org/entity/Q3082858	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q8074969	CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC	CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
http://www.wikidata.org/entity/Q27294657	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
http://www.wikidata.org/entity/Q27286778	CCNC(C)CC1=CC2=C(C=C1)OCO2	CCN[C@H](C)CC1=CC2=C(C=C1)OCO2
http://www.wikidata.org/entity/Q27288208	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
http://www.wikidata.org/entity/Q27277903	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	CC1=C(C=CN=C1C[S@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
http://www.wikidata.org/entity/Q421291		[Fe+2].O[C@H]([C@@H](O)C([O-])=O)[C@H](O)[C@H](O)CO.[O-]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
http://www.wikidata.org/entity/Q286126	CCC(C)C1C(=C(C(=O)N1)C(=O)C)O	CC[C@H](C)[C@H]1C(=C(C(=O)N1)C(=O)C)O
http://www.wikidata.org/entity/Q300850	CCC=CCCO	CC\C=C/CCO
http://www.wikidata.org/entity/Q300852	CC1=CCC2CC1C2(C)C	CC1=CC[C@H]2C[C@@H]1C2(C)C
http://www.wikidata.org/entity/Q311992	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
http://www.wikidata.org/entity/Q332211	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C	CC1=CC(=O)CC([C@]1(/C=C/C(=C\C(=O)O)/C)O)(C)C
http://www.wikidata.org/entity/Q335208	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q347337	C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC=C(C(=C2)C(=O)O)O	C1=CC(=CC=C1C(=O)NCCC(=O)O)/N=N/C2=CC=C(C(=C2)C(=O)O)O
http://www.wikidata.org/entity/Q374826	C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O	C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
http://www.wikidata.org/entity/Q379842	C(C1(C2C3C(N=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O	C([C@@]1([C@@H]2[C@@H]3[C@H](N=C(N[C@]34[C@@H]([C@@](O2)(O[C@H]1C4O)O)O)N)O)O)O
http://www.wikidata.org/entity/Q385937	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
http://www.wikidata.org/entity/Q407560	CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C	CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C
http://www.wikidata.org/entity/Q407635	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
http://www.wikidata.org/entity/Q408014	CC(=O)NC1C(OC(C(C1COCC2C(C(C(C(O2)C(=O)O)CO)O)O)CS(=O)(=O)O)CO)CO	CC(=O)N[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1COC[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)CO)O)O)CS(=O)(=O)O)CO)CO
http://www.wikidata.org/entity/Q408099	CCCC1CC(=O)N(C1)C(CC)C(=O)N	CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N
http://www.wikidata.org/entity/Q408131	C1CN(CCN1CC(CO)O)C2=CC=CC=C2	C1CN(CCN1C[C@@H](CO)O)C2=CC=CC=C2
http://www.wikidata.org/entity/Q408370	C1=CC=C2C(=C1)C(=NN=C2NN)NN	C1=CC=C\2C(=C1)/C(=N\N)/NN/C2=N\N
http://www.wikidata.org/entity/Q408400	CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O	CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O
http://www.wikidata.org/entity/Q408529	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
http://www.wikidata.org/entity/Q408663	C(C(C(=O)O)N)[SeH]	C([C@@H](C(=O)O)N)[SeH]
http://www.wikidata.org/entity/Q409587	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O	C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
http://www.wikidata.org/entity/Q409953	CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C	CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOP(O)(O)=O)SC(=O)C2=CC=CC=C2
http://www.wikidata.org/entity/Q411046	[Na+].[O-]C(=O)c1ccccc1S[Hg]CC	[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
http://www.wikidata.org/entity/Q410556	CS(=O)(=O)NC(=O)CCCC=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O	CS(=O)(=O)NC(=O)CCC/C=C\C[C@@H]1[C@H]([C@@H](CC1=O)O)/C=C/[C@H](COC2=CC=CC=C2)O
http://www.wikidata.org/entity/Q410836	CC(=CCCC(=CCO)C)C	CC(=CCC/C(=C/CO)/C)C
http://www.wikidata.org/entity/Q410969	CC[N+](CC)(CC)S(=O)(=O)N=C([O-])OC	CC[N+](CC)(CC)S(=O)(=O)/N=C(\[O-])/OC
http://www.wikidata.org/entity/Q411041	CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N	CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCN=C(N)N)N
http://www.wikidata.org/entity/Q411515	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6	C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6
http://www.wikidata.org/entity/Q411535	C1=CC=C2C(=C1)C(=O)C(=C3C(=O)C4=CC=CC=C4S3)S2	C1=CC=C2C(=C1)C(=O)/C(=C\3/C(=O)C4=CC=CC=C4S3)/S2
http://www.wikidata.org/entity/Q411532	CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(C[C@@H]([C@@H]5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
http://www.wikidata.org/entity/Q411542	CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl	CC(C)/N=C(/N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl)\O
http://www.wikidata.org/entity/Q411638	C1(C2C(C(C(=O)O2)O)OC1O)O	[C@@H]12[C@@H]([C@H](C(=O)O1)O)OC([C@@H]2O)O
http://www.wikidata.org/entity/Q411648	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC	C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC
http://www.wikidata.org/entity/Q412226	COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O	COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
http://www.wikidata.org/entity/Q412291	CS(=O)(=O)C1=C2C(=CC(=C1)F)C3=C(N2CC4=CC=C(C=C4)Cl)C(CC3)CC(=O)O	CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F
http://www.wikidata.org/entity/Q412383	C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O
http://www.wikidata.org/entity/Q412713	C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O
http://www.wikidata.org/entity/Q413056	NN=NN	N/N=N/N
http://www.wikidata.org/entity/Q413578	CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
http://www.wikidata.org/entity/Q413816	CC1CCC(=C(C)C)C(=O)C1	C[C@@H]1CCC(=C(C)C)C(=O)C1
http://www.wikidata.org/entity/Q414089	C(C(C(C(C(=O)CO)O)O)O)O	C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O
http://www.wikidata.org/entity/Q414242	CC(C(=O)C1=CC=CC=C1)N	C[C@@H](C(=O)C1=CC=CC=C1)N
http://www.wikidata.org/entity/Q415347	C(C(C(CO)O)O)O	C([C@H]([C@@H](CO)O)O)O
http://www.wikidata.org/entity/Q416096	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
http://www.wikidata.org/entity/Q416667	CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]4(C)CCC(=O)C=C14
http://www.wikidata.org/entity/Q416767	C(C(C(=O)[O-])O)(C(=O)[O-])O.[Ca+2]	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[Ca+2]
http://www.wikidata.org/entity/Q417129	Br[Cd]Br	[Br-].[Br-].[Cd++]
http://www.wikidata.org/entity/Q417194	CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
http://www.wikidata.org/entity/Q418274	CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N	C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N
http://www.wikidata.org/entity/Q418813	CC(CCC=C(C)C)CCO	C[C@@H](CCO)CCC=C(C)C
http://www.wikidata.org/entity/Q418846	C(=O)C(C(C(C(C(=O)O)O)O)O)O	C(=O)[C@H]([C@@H]([C@H]([C@@H](C(=O)O)O)O)O)O
http://www.wikidata.org/entity/Q418860	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	C([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O
http://www.wikidata.org/entity/Q419028	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
http://www.wikidata.org/entity/Q419646	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
http://www.wikidata.org/entity/Q419717	F[Y](F)F	[F-].[F-].[F-].[Y+3]
http://www.wikidata.org/entity/Q420093	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]	[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C2=CC=C(C=C2)C(=C3C=CC(C=C3)=[N+](CC)CC4=CC(=CC=C4)S([O-])(=O)=O)C5=CC=CC=C5S([O-])(=O)=O
http://www.wikidata.org/entity/Q421614	CC1=CCCC(=C)C2CC(C2CC1)(C)C	C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
http://www.wikidata.org/entity/Q421873	C(C(C(CO)O)O)O	C([C@H]([C@H](CO)O)O)O
http://www.wikidata.org/entity/Q422222	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
http://www.wikidata.org/entity/Q422761	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]	[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
http://www.wikidata.org/entity/Q423207	C(C(C(C(C(C=O)O)O)O)O)O	C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O
http://www.wikidata.org/entity/Q423233	C(C(C(C=O)O)O)O	C([C@H]([C@@H](C=O)O)O)O
http://www.wikidata.org/entity/Q424316	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C	C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
http://www.wikidata.org/entity/Q424508	CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C	C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
http://www.wikidata.org/entity/Q424551	C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+]	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+]
http://www.wikidata.org/entity/Q424902	CC1CCC(C(=O)C1)C(C)C	C[C@@H]1CC[C@H](C(=O)C1)C(C)C
http://www.wikidata.org/entity/Q424972	CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
http://www.wikidata.org/entity/Q425440	CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O	C[C@@H](C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
http://www.wikidata.org/entity/Q426354	[Li+].[Li+].[Li+].[O-]P(=O)([O-])[O-]	[Li+].[Li+].[Li+].[O-]P([O-])([O-])=O
http://www.wikidata.org/entity/Q425894	CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
http://www.wikidata.org/entity/Q426852	CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O
http://www.wikidata.org/entity/Q716		[Ti]
http://www.wikidata.org/entity/Q68484	COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl	
http://www.wikidata.org/entity/Q68566	CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N	
http://www.wikidata.org/entity/Q69488	CC(CC1=CC2=C(C=C1)OCO2)NC	
http://www.wikidata.org/entity/Q79583	[H-].[Li+]	
http://www.wikidata.org/entity/Q80232	C1CCC1	
http://www.wikidata.org/entity/Q80250	C1CC1	
http://www.wikidata.org/entity/Q80868	CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]	
http://www.wikidata.org/entity/Q83320	[N+](=O)(O)[O-]	
http://www.wikidata.org/entity/Q103223	[O-2].[O-2].[O-2].[Fe+3].[Fe+3]	
http://www.wikidata.org/entity/Q105522	C12=C(NC(=O)N1)NC(=O)NC2=O	
http://www.wikidata.org/entity/Q108200	[Cl-]	
http://www.wikidata.org/entity/Q113820	CCCCCCCO	
http://www.wikidata.org/entity/Q170591	S	
http://www.wikidata.org/entity/Q121881	O=[Co]O[Co]=O	
